series,lecture,rule,count
lecture-python-intro,inflation_history,qe-writing-005,1
lecture-python-intro,inflation_history,qe-code-001,8
lecture-python-intro,input_output,qe-code-001,9
lecture-python-intro,input_output,qe-writing-007,2
lecture-python-intro,input_output,qe-writing-005,1
lecture-python-intro,intro_supply_demand,qe-writing-002,6
lecture-python-intro,intro_supply_demand,qe-writing-003,2
lecture-python-intro,intro_supply_demand,qe-writing-007,1
lecture-python-intro,intro_supply_demand,qe-code-001,6
lecture-python-intro,laffer_adaptive,qe-code-001,13
lecture-python-intro,laffer_adaptive,qe-writing-002,5
lecture-python-intro,laffer_adaptive,qe-writing-005,5
lecture-python-intro,laffer_adaptive,qe-writing-003,2
lecture-python-intro,lake_model,qe-writing-002,6
lecture-python-intro,lake_model,qe-code-001,8
lecture-python-intro,lake_model,qe-writing-003,2
lecture-python-intro,lake_model,qe-writing-005,2
lecture-python-intro,linear_equations,qe-writing-005,3
lecture-python-intro,linear_equations,qe-code-001,9
lecture-python-intro,linear_equations,qe-writing-002,4
lecture-python-intro,linear_equations,qe-writing-003,2
lecture-python-intro,linear_equations,qe-writing-007,1
lecture-python-intro,lln_clt,qe-writing-007,1
lecture-python-intro,lln_clt,qe-writing-003,2
lecture-python-intro,lln_clt,qe-code-001,7
lecture-python-intro,long_run_growth,qe-writing-003,3
lecture-python-intro,long_run_growth,qe-writing-002,4
lecture-python-intro,long_run_growth,qe-code-001,8
lecture-python-intro,long_run_growth,qe-writing-005,1
lecture-python-intro,lp_intro,qe-writing-007,1
lecture-python-intro,lp_intro,qe-writing-002,4
lecture-python-intro,lp_intro,qe-writing-005,5
lecture-python-intro,lp_intro,qe-code-001,6
lecture-python-intro,markov_chains_I,qe-writing-003,3
lecture-python-intro,markov_chains_I,qe-writing-002,3
lecture-python-intro,markov_chains_I,qe-code-001,9
lecture-python-intro,markov_chains_II,qe-writing-003,3
lecture-python-intro,markov_chains_II,qe-code-001,7
lecture-python-intro,markov_chains_II,qe-writing-002,2
lecture-python-intro,mle,qe-code-001,14
lecture-python-intro,mle,qe-writing-005,3
lecture-python-intro,mle,qe-writing-003,2
lecture-python-intro,mle,qe-writing-002,2
lecture-python-intro,mobility,qe-writing-003,3
lecture-python-intro,mobility,qe-writing-007,3
lecture-python-intro,mobility,qe-writing-002,4
lecture-python-intro,mobility,qe-code-001,4
lecture-python-intro,mobility,qe-writing-005,3
lecture-python-intro,mobility,qe-math-009,2
lecture-python-intro,money_inflation,qe-writing-003,4
lecture-python-intro,money_inflation,qe-writing-007,3
lecture-python-intro,money_inflation,qe-math-009,3
lecture-python-intro,money_inflation,qe-writing-002,4
lecture-python-intro,money_inflation,qe-code-001,5
lecture-python-intro,money_inflation,qe-writing-005,3
lecture-python-intro,money_inflation_nonlinear,qe-math-009,3
lecture-python-intro,money_inflation_nonlinear,qe-writing-003,3
lecture-python-intro,money_inflation_nonlinear,qe-writing-007,3
lecture-python-intro,money_inflation_nonlinear,qe-writing-005,4
lecture-python-intro,money_inflation_nonlinear,qe-code-001,5
lecture-python-intro,money_inflation_nonlinear,qe-writing-002,3
lecture-python-intro,monte_carlo,qe-writing-003,4
lecture-python-intro,monte_carlo,qe-writing-007,3
lecture-python-intro,monte_carlo,qe-code-001,4
lecture-python-intro,monte_carlo,qe-writing-002,3
lecture-python-intro,monte_carlo,qe-writing-005,4
lecture-python-intro,monte_carlo,qe-math-009,2
lecture-python-intro,networks,qe-code-001,14
lecture-python-intro,networks,qe-math-009,4
lecture-python-intro,networks,qe-writing-003,3
lecture-python-intro,networks,qe-writing-007,3
lecture-python-intro,networks,qe-writing-002,3
lecture-python-intro,simple_linear_regression,qe-writing-003,4
lecture-python-intro,simple_linear_regression,qe-code-001,5
lecture-python-intro,simple_linear_regression,qe-writing-005,4
lecture-python-intro,simple_linear_regression,qe-writing-007,3
lecture-python-intro,simple_linear_regression,qe-math-009,3
lecture-python-intro,simple_linear_regression,qe-writing-002,3
lecture-python-intro,supply_demand_multiple_goods,qe-writing-007,3
lecture-python-intro,supply_demand_multiple_goods,qe-writing-003,4
lecture-python-intro,supply_demand_multiple_goods,qe-writing-005,4
lecture-python-intro,supply_demand_multiple_goods,qe-code-001,5
lecture-python-intro,supply_demand_multiple_goods,qe-math-009,3
lecture-python-intro,supply_demand_multiple_goods,qe-writing-002,3
lecture-python-intro,time_series_with_matrices,qe-writing-005,4
lecture-python-intro,time_series_with_matrices,qe-writing-003,3
lecture-python-intro,time_series_with_matrices,qe-writing-007,3
lecture-python-intro,time_series_with_matrices,qe-math-009,3
lecture-python-intro,time_series_with_matrices,qe-code-001,6
lecture-python-intro,time_series_with_matrices,qe-writing-002,3
lecture-python-intro,unpleasant,qe-writing-007,3
lecture-python-intro,unpleasant,qe-math-009,3
lecture-python-intro,unpleasant,qe-writing-003,3
lecture-python-intro,unpleasant,qe-writing-005,4
lecture-python-intro,unpleasant,qe-code-001,5
lecture-python-intro,unpleasant,qe-writing-002,3
lecture-python-programming,about_py,qe-writing-005,2
lecture-python-programming,about_py,qe-writing-002,3
lecture-python-programming,about_py,qe-writing-003,2
lecture-python-programming,autodiff,qe-writing-003,3
lecture-python-programming,autodiff,qe-code-001,6
lecture-python-programming,debugging,qe-writing-005,3
lecture-python-programming,debugging,qe-writing-002,2
lecture-python-programming,functions,qe-writing-005,7
lecture-python-programming,functions,qe-writing-002,3
lecture-python-programming,functions,qe-writing-003,1
lecture-python-programming,functions,qe-code-001,3
lecture-python-programming,getting_started,qe-writing-005,9
lecture-python-programming,getting_started,qe-writing-002,3
lecture-python-programming,getting_started,qe-writing-003,2
lecture-python-programming,jax_intro,qe-code-001,8
lecture-python-programming,jax_intro,qe-writing-002,4
lecture-python-programming,jax_intro,qe-writing-005,3
lecture-python-programming,jax_intro,qe-writing-003,2
lecture-python-programming,matplotlib,qe-code-001,5
lecture-python-programming,matplotlib,qe-writing-005,4
lecture-python-programming,matplotlib,qe-writing-003,1
lecture-python-programming,names,qe-writing-005,5
lecture-python-programming,names,qe-writing-003,3
lecture-python-programming,names,qe-writing-007,1
lecture-python-programming,names,qe-writing-002,1
lecture-python-programming,names,qe-code-001,2
lecture-python-programming,need_for_speed,qe-writing-007,1
lecture-python-programming,need_for_speed,qe-writing-005,3
lecture-python-programming,need_for_speed,qe-writing-003,2
lecture-python-programming,need_for_speed,qe-writing-002,2
lecture-python-programming,numba,qe-writing-005,4
lecture-python-programming,numba,qe-writing-003,2
lecture-python-programming,numba,qe-writing-002,2
lecture-python-programming,numba,qe-code-001,3
lecture-python-programming,numpy,qe-code-001,7
lecture-python-programming,numpy,qe-writing-005,4
lecture-python-programming,numpy,qe-writing-003,2
lecture-python-programming,numpy,qe-writing-007,1
lecture-python-programming,numpy,qe-writing-002,2
lecture-python-programming,numpy,qe-math-015,1
lecture-python-programming,numpy_vs_numba_vs_jax,qe-writing-003,3
lecture-python-programming,numpy_vs_numba_vs_jax,qe-writing-002,3
lecture-python-programming,numpy_vs_numba_vs_jax,qe-writing-007,1
lecture-python-programming,numpy_vs_numba_vs_jax,qe-writing-005,2
lecture-python-programming,numpy_vs_numba_vs_jax,qe-code-001,3
lecture-python-programming,oop_intro,qe-writing-005,5
lecture-python-programming,oop_intro,qe-writing-007,1
lecture-python-programming,oop_intro,qe-writing-002,2
lecture-python-programming,oop_intro,qe-code-001,1
lecture-python-programming,pandas,qe-code-001,12
lecture-python-programming,pandas,qe-writing-002,5
lecture-python-programming,pandas,qe-writing-003,2
lecture-python-programming,pandas,qe-writing-005,3
lecture-python-programming,pandas_panel,qe-writing-007,1
lecture-python-programming,pandas_panel,qe-writing-005,3
lecture-python-programming,pandas_panel,qe-writing-002,3
lecture-python-programming,pandas_panel,qe-writing-003,2
lecture-python-programming,pandas_panel,qe-code-001,4
lecture-python-programming,polars,qe-writing-003,3
lecture-python-programming,polars,qe-writing-007,1
lecture-python-programming,polars,qe-writing-005,3
lecture-python-programming,python_advanced_features,qe-writing-005,4
lecture-python-programming,python_advanced_features,qe-writing-002,3
lecture-python-programming,python_advanced_features,qe-writing-003,2
lecture-python-programming,python_advanced_features,qe-code-001,3
lecture-python-programming,python_by_example,qe-writing-005,3
lecture-python-programming,python_by_example,qe-code-001,5
lecture-python-programming,python_by_example,qe-writing-003,1
lecture-python-programming,python_by_example,qe-writing-002,2
lecture-python-programming,python_essentials,qe-writing-005,5
lecture-python-programming,python_essentials,qe-code-001,4
lecture-python-programming,python_essentials,qe-writing-002,3
lecture-python-programming,python_essentials,qe-writing-003,2
lecture-python-programming,python_essentials,qe-writing-007,1
lecture-python-programming,python_oop,qe-code-001,9
lecture-python-programming,python_oop,qe-writing-005,7
lecture-python-programming,python_oop,qe-writing-003,2
lecture-python-programming,python_oop,qe-writing-002,3
lecture-python-programming,scipy,qe-writing-003,3
lecture-python-programming,scipy,qe-code-001,4
lecture-python-programming,scipy,qe-writing-005,2
lecture-python-programming,scipy,qe-writing-002,2
lecture-python-programming,scipy,qe-writing-007,1
lecture-python-programming,sympy,qe-code-001,4
lecture-python-programming,sympy,qe-writing-002,3
lecture-python-programming,sympy,qe-writing-003,2
lecture-python-programming,sympy,qe-writing-005,2
lecture-python-programming,troubleshooting,qe-writing-003,1
lecture-python-programming,workspace,qe-writing-005,3
lecture-python-programming,workspace,qe-code-001,3
lecture-python-programming,workspace,qe-writing-003,2
lecture-python-programming,workspace,qe-writing-002,2
lecture-python.myst,affine_risk_prices,qe-writing-003,2
lecture-python.myst,affine_risk_prices,qe-code-001,3
lecture-python.myst,affine_risk_prices,qe-writing-007,1
lecture-python.myst,affine_risk_prices,qe-writing-002,3
lecture-python.myst,affine_risk_prices,qe-writing-005,3
lecture-python.myst,aiyagari,qe-writing-002,3
lecture-python.myst,aiyagari,qe-writing-003,2
lecture-python.myst,aiyagari,qe-code-001,3
lecture-python.myst,aiyagari,qe-writing-007,1
lecture-python.myst,aiyagari,qe-writing-005,1
lecture-python.myst,aiyagari_egm,qe-writing-007,1
lecture-python.myst,aiyagari_egm,qe-writing-005,3
lecture-python.myst,aiyagari_egm,qe-writing-002,3
lecture-python.myst,aiyagari_egm,qe-writing-003,2
lecture-python.myst,ak2,qe-writing-003,4
lecture-python.myst,ak2,qe-writing-002,4
lecture-python.myst,ak2,qe-writing-007,1
lecture-python.myst,ak2,qe-writing-005,4
lecture-python.myst,ak2,qe-code-001,3
lecture-python.myst,ak_aiyagari,qe-writing-003,3
lecture-python.myst,ak_aiyagari,qe-writing-002,4
lecture-python.myst,ak_aiyagari,qe-writing-007,2
lecture-python.myst,ak_aiyagari,qe-code-001,4
lecture-python.myst,ak_aiyagari,qe-writing-005,3
lecture-python.myst,ar1_bayes,qe-code-001,5
lecture-python.myst,ar1_bayes,qe-writing-003,3
lecture-python.myst,ar1_bayes,qe-writing-002,3
lecture-python.myst,ar1_turningpts,qe-code-001,4
lecture-python.myst,ar1_turningpts,qe-math-009,2
lecture-python.myst,ar1_turningpts,qe-writing-002,4
lecture-python.myst,ar1_turningpts,qe-writing-007,1
lecture-python.myst,ar1_turningpts,qe-writing-003,2
lecture-python.myst,ar1_turningpts,qe-writing-005,3
lecture-python.myst,back_prop,qe-writing-007,3
lecture-python.myst,back_prop,qe-writing-003,2
lecture-python.myst,back_prop,qe-code-001,6
lecture-python.myst,back_prop,qe-writing-002,3
lecture-python.myst,back_prop,qe-writing-005,1
lecture-python.myst,bayes_nonconj,qe-writing-005,6
lecture-python.myst,bayes_nonconj,qe-writing-002,4
lecture-python.myst,bayes_nonconj,qe-code-001,2
lecture-python.myst,bayes_nonconj,qe-writing-007,1
lecture-python.myst,blackwell_kihlstrom,qe-writing-003,3
lecture-python.myst,blackwell_kihlstrom,qe-math-014,5
lecture-python.myst,blackwell_kihlstrom,qe-writing-005,4
lecture-python.myst,blackwell_kihlstrom,qe-writing-007,2
lecture-python.myst,blackwell_kihlstrom,qe-writing-002,3
lecture-python.myst,blackwell_kihlstrom,qe-math-009,2
lecture-python.myst,blackwell_kihlstrom,qe-code-001,3
lecture-python.myst,bounded_rationality,qe-writing-005,7
lecture-python.myst,bounded_rationality,qe-writing-002,4
lecture-python.myst,bounded_rationality,qe-writing-007,1
lecture-python.myst,bounded_rationality,qe-writing-003,1
lecture-python.myst,bounded_rationality,qe-code-001,4
lecture-python.myst,career,qe-math-009,1
lecture-python.myst,career,qe-writing-003,2
lecture-python.myst,career,qe-writing-007,1
lecture-python.myst,career,qe-code-001,3
lecture-python.myst,career,qe-writing-002,1
lecture-python.myst,cass_fiscal,qe-writing-003,3
lecture-python.myst,cass_fiscal,qe-writing-007,1
lecture-python.myst,cass_fiscal,qe-code-001,4
lecture-python.myst,cass_fiscal,qe-writing-005,3
lecture-python.myst,cass_fiscal,qe-writing-002,3
lecture-python.myst,cass_fiscal_2,qe-writing-003,3
lecture-python.myst,cass_fiscal_2,qe-code-001,4
lecture-python.myst,cass_fiscal_2,qe-writing-002,3
lecture-python.myst,cass_fiscal_2,qe-writing-007,2
lecture-python.myst,cass_koopmans_1,qe-writing-003,3
lecture-python.myst,cass_koopmans_1,qe-code-001,4
lecture-python.myst,cass_koopmans_1,qe-math-009,2
lecture-python.myst,cass_koopmans_1,qe-writing-005,4
lecture-python.myst,cass_koopmans_1,qe-writing-002,3
lecture-python.myst,cass_koopmans_1,qe-writing-007,1
lecture-python.myst,cass_koopmans_2,qe-writing-002,3
lecture-python.myst,cass_koopmans_2,qe-writing-003,3
lecture-python.myst,cass_koopmans_2,qe-writing-005,5
lecture-python.myst,cass_koopmans_2,qe-writing-007,2
lecture-python.myst,cass_koopmans_2,qe-code-001,3
lecture-python.myst,cass_koopmans_2,qe-math-009,1
lecture-python.myst,chow_business_cycles,qe-writing-007,2
lecture-python.myst,chow_business_cycles,qe-writing-003,2
lecture-python.myst,chow_business_cycles,qe-writing-002,3
lecture-python.myst,chow_business_cycles,qe-code-001,4
lecture-python.myst,chow_business_cycles,qe-writing-005,1
lecture-python.myst,cross_product_trick,qe-writing-002,3
lecture-python.myst,cross_product_trick,qe-writing-003,2
lecture-python.myst,cross_product_trick,qe-writing-005,2
lecture-python.myst,divergence_measures,qe-writing-002,4
lecture-python.myst,divergence_measures,qe-writing-003,2
lecture-python.myst,divergence_measures,qe-writing-005,1
lecture-python.myst,divergence_measures,qe-writing-007,1
lecture-python.myst,divergence_measures,qe-math-009,1
lecture-python.myst,divergence_measures,qe-code-001,4
lecture-python.myst,eig_circulant,qe-writing-003,4
lecture-python.myst,eig_circulant,qe-writing-005,4
lecture-python.myst,eig_circulant,qe-math-009,3
lecture-python.myst,eig_circulant,qe-writing-002,2
lecture-python.myst,eig_circulant,qe-writing-007,2
lecture-python.myst,endogenous_lake,qe-writing-003,2
lecture-python.myst,endogenous_lake,qe-writing-002,2
lecture-python.myst,endogenous_lake,qe-code-001,3
lecture-python.myst,exchange_rate_learning,qe-writing-005,9
lecture-python.myst,exchange_rate_learning,qe-writing-002,8
lecture-python.myst,exchange_rate_learning,qe-math-009,1
lecture-python.myst,exchange_rate_learning,qe-writing-007,2
lecture-python.myst,exchange_rate_learning,qe-writing-003,1
lecture-python.myst,exchangeable,qe-writing-005,8
lecture-python.myst,exchangeable,qe-writing-002,3
lecture-python.myst,exchangeable,qe-math-015,3
lecture-python.myst,exchangeable,qe-writing-003,3
lecture-python.myst,exchangeable,qe-code-001,7
lecture-python.myst,finite_markov,qe-writing-002,4
lecture-python.myst,finite_markov,qe-writing-003,3
lecture-python.myst,finite_markov,qe-writing-005,2
lecture-python.myst,finite_markov,qe-code-001,4
lecture-python.myst,ge_arrow,qe-writing-002,5
lecture-python.myst,ge_arrow,qe-math-009,4
lecture-python.myst,ge_arrow,qe-writing-005,6
lecture-python.myst,ge_arrow,qe-code-001,6
lecture-python.myst,ge_arrow,qe-writing-007,2
lecture-python.myst,ge_arrow,qe-writing-003,2
lecture-python.myst,genetic_classifier,qe-writing-005,4
lecture-python.myst,genetic_classifier,qe-code-001,3
lecture-python.myst,genetic_classifier,qe-writing-002,3
lecture-python.myst,genetic_classifier,qe-writing-007,2
lecture-python.myst,genetic_classifier,qe-writing-003,1
lecture-python.myst,hansen_singleton_1982,qe-math-009,3
lecture-python.myst,hansen_singleton_1982,qe-writing-002,4
lecture-python.myst,hansen_singleton_1982,qe-writing-003,1
lecture-python.myst,hansen_singleton_1982,qe-code-001,2
lecture-python.myst,hansen_singleton_1983,qe-writing-007,2
lecture-python.myst,hansen_singleton_1983,qe-writing-002,4
lecture-python.myst,hansen_singleton_1983,qe-math-009,2
lecture-python.myst,hansen_singleton_1983,qe-code-001,3
lecture-python.myst,harrison_kreps,qe-writing-002,4
lecture-python.myst,harrison_kreps,qe-writing-007,2
lecture-python.myst,harrison_kreps,qe-code-001,3
lecture-python.myst,harrison_kreps,qe-math-009,2
lecture-python.myst,hoist_failure,qe-writing-007,1
lecture-python.myst,hoist_failure,qe-writing-002,3
lecture-python.myst,hoist_failure,qe-writing-003,1
lecture-python.myst,hoist_failure,qe-math-014,2
lecture-python.myst,hoist_failure,qe-math-009,2
lecture-python.myst,hoist_failure,qe-code-001,3
lecture-python.myst,house_auction,qe-code-001,90
lecture-python.myst,house_auction,qe-writing-002,3
lecture-python.myst,house_auction,qe-writing-005,10
lecture-python.myst,house_auction,qe-writing-007,1
lecture-python.myst,house_auction,qe-writing-003,2
lecture-python.myst,ifp_advanced,qe-writing-007,2
lecture-python.myst,ifp_advanced,qe-math-009,3
lecture-python.myst,ifp_advanced,qe-writing-003,2
lecture-python.myst,ifp_advanced,qe-code-001,4
lecture-python.myst,ifp_advanced,qe-writing-002,3
lecture-python.myst,ifp_discrete,qe-writing-007,2
lecture-python.myst,ifp_discrete,qe-math-009,2
lecture-python.myst,ifp_discrete,qe-code-001,3
lecture-python.myst,ifp_discrete,qe-writing-002,2
lecture-python.myst,ifp_egm,qe-writing-003,2
lecture-python.myst,ifp_egm,qe-writing-002,3
lecture-python.myst,ifp_egm,qe-code-001,4
lecture-python.myst,ifp_egm,qe-math-009,2
lecture-python.myst,ifp_egm_transient_shocks,qe-writing-002,3
lecture-python.myst,ifp_egm_transient_shocks,qe-code-001,4
lecture-python.myst,ifp_egm_transient_shocks,qe-writing-007,1
lecture-python.myst,ifp_egm_transient_shocks,qe-writing-003,1
lecture-python.myst,ifp_opi,qe-writing-002,3
lecture-python.myst,ifp_opi,qe-writing-007,1
lecture-python.myst,ifp_opi,qe-code-001,3
lecture-python.myst,imp_sample,qe-math-009,38
lecture-python.myst,imp_sample,qe-writing-002,5
lecture-python.myst,imp_sample,qe-writing-003,3
lecture-python.myst,imp_sample,qe-writing-005,3
lecture-python.myst,information_market_equilibrium,qe-math-009,3
lecture-python.myst,information_market_equilibrium,qe-writing-005,5
lecture-python.myst,information_market_equilibrium,qe-writing-002,4
lecture-python.myst,information_market_equilibrium,qe-writing-007,2
lecture-python.myst,information_market_equilibrium,qe-writing-003,2
lecture-python.myst,information_market_equilibrium,qe-code-001,4
lecture-python.myst,inventory_dynamics,qe-writing-005,3
lecture-python.myst,inventory_dynamics,qe-writing-002,3
lecture-python.myst,inventory_dynamics,qe-writing-003,2
lecture-python.myst,inventory_q,qe-writing-005,4
lecture-python.myst,inventory_q,qe-writing-002,3
lecture-python.myst,inventory_q,qe-writing-007,2
lecture-python.myst,inventory_q,qe-writing-003,2
lecture-python.myst,jv,qe-code-001,6
lecture-python.myst,jv,qe-writing-002,5
lecture-python.myst,jv,qe-writing-007,1
lecture-python.myst,jv,qe-writing-005,3
lecture-python.myst,jv,qe-writing-003,2
lecture-python.myst,kalman,qe-writing-002,5
lecture-python.myst,kalman,qe-code-001,4
lecture-python.myst,kalman,qe-writing-003,2
lecture-python.myst,kalman,qe-writing-005,2
lecture-python.myst,kalman,qe-writing-007,1
lecture-python.myst,kalman_2,qe-writing-002,5
lecture-python.myst,kalman_2,qe-code-001,5
lecture-python.myst,kalman_2,qe-writing-003,3
lecture-python.myst,kalman_2,qe-writing-005,3
lecture-python.myst,kalman_2,qe-writing-007,1
lecture-python.myst,kalman_filter_var,qe-math-009,3
lecture-python.myst,kalman_filter_var,qe-writing-002,4
lecture-python.myst,kalman_filter_var,qe-writing-007,2
lecture-python.myst,kalman_filter_var,qe-code-001,5
lecture-python.myst,kalman_filter_var,qe-writing-005,3
lecture-python.myst,kalman_filter_var,qe-writing-003,2
lecture-python.myst,kesten_processes,qe-math-009,3
lecture-python.myst,kesten_processes,qe-writing-003,3
lecture-python.myst,kesten_processes,qe-writing-002,3
lecture-python.myst,kesten_processes,qe-writing-007,1
lecture-python.myst,lagrangian_lqdp,qe-writing-007,1
lecture-python.myst,lagrangian_lqdp,qe-writing-002,5
lecture-python.myst,lagrangian_lqdp,qe-math-009,3
lecture-python.myst,lagrangian_lqdp,qe-code-001,5
lecture-python.myst,lagrangian_lqdp,qe-writing-003,3
lecture-python.myst,lagrangian_lqdp,qe-writing-005,3
lecture-python.myst,lake_model,qe-writing-007,2
lecture-python.myst,lake_model,qe-code-001,5
lecture-python.myst,lake_model,qe-writing-003,3
lecture-python.myst,lake_model,qe-writing-005,2
lecture-python.myst,lake_model,qe-writing-002,2
lecture-python.myst,learning_approximation,qe-writing-005,4
lecture-python.myst,learning_approximation,qe-code-001,20
lecture-python.myst,learning_approximation,qe-math-009,3
lecture-python.myst,learning_approximation,qe-writing-002,3
lecture-python.myst,learning_approximation,qe-writing-007,2
lecture-python.myst,learning_approximation,qe-writing-003,2
lecture-python.myst,likelihood_bayes,qe-math-014,4
lecture-python.myst,likelihood_bayes,qe-math-015,4
lecture-python.myst,likelihood_bayes,qe-writing-005,4
lecture-python.myst,likelihood_bayes,qe-writing-002,4
lecture-python.myst,likelihood_bayes,qe-writing-003,3
lecture-python.myst,likelihood_bayes,qe-code-001,5
lecture-python.myst,likelihood_bayes,qe-writing-007,1
lecture-python.myst,likelihood_ratio_process,qe-writing-002,4
lecture-python.myst,likelihood_ratio_process,qe-math-009,3
lecture-python.myst,likelihood_ratio_process,qe-writing-005,4
lecture-python.myst,likelihood_ratio_process,qe-code-001,5
lecture-python.myst,likelihood_ratio_process,qe-writing-003,3
lecture-python.myst,likelihood_ratio_process,qe-math-014,4
lecture-python.myst,likelihood_ratio_process,qe-writing-007,1
lecture-python.myst,likelihood_ratio_process_2,qe-writing-003,5
lecture-python.myst,likelihood_ratio_process_2,qe-code-001,6
lecture-python.myst,likelihood_ratio_process_2,qe-writing-005,7
lecture-python.myst,likelihood_ratio_process_2,qe-writing-007,3
lecture-python.myst,likelihood_ratio_process_2,qe-math-009,3
lecture-python.myst,likelihood_ratio_process_2,qe-writing-002,4
lecture-python.myst,likelihood_var,qe-writing-003,5
lecture-python.myst,likelihood_var,qe-writing-005,3
lecture-python.myst,likelihood_var,qe-code-001,6
lecture-python.myst,likelihood_var,qe-writing-007,4
lecture-python.myst,likelihood_var,qe-math-009,4
lecture-python.myst,likelihood_var,qe-writing-002,3
lecture-python.myst,linear_algebra,qe-math-009,4
lecture-python.myst,linear_algebra,qe-writing-007,4
lecture-python.myst,linear_algebra,qe-writing-003,5
lecture-python.myst,linear_algebra,qe-code-001,5
lecture-python.myst,linear_algebra,qe-writing-002,4
lecture-python.myst,linear_algebra,qe-writing-005,3
lecture-python.myst,linear_models,qe-writing-007,4
lecture-python.myst,linear_models,qe-writing-003,5
lecture-python.myst,linear_models,qe-writing-005,5
lecture-python.myst,linear_models,qe-writing-002,5
lecture-python.myst,linear_models,qe-code-001,5
lecture-python.myst,linear_models,qe-math-009,4
lecture-python.myst,lln_clt,qe-writing-003,5
lecture-python.myst,lln_clt,qe-writing-002,4
